sentence,translation,pronunciation,tts_pronunciation,tags,cloze,key_meaning
窓を拭きましょう。,Let's clean the windows.,窓【まど】を拭き【ふき】ましょう。,まどを、ふきましょう。,cleaning,窓,window
ゴミを出すのを忘れないで。,Don't forget to take out the trash.,ゴミを出す【だす】のを忘れ【わすれ】ないで。,ゴミを、だすのを、わすれないで。,cleaning,ゴミ,trash
今日は燃えるゴミの日です。,Today is burnable trash day.,今日【きょう】は燃える【もえる】ゴミの日【ひ】です。,きょうはもえるゴミのひです。,cleaning,燃えるゴミ,burnable trash
資源ゴミはいつ出しますか?,When do we put out recyclables?,資源【しげん】ゴミはいつ出し【だし】ますか?,しげんゴミはいつだしますか?,cleaning,資源ゴミ,recyclables
お風呂を掃除しなきゃ。,I need to clean the bath.,お風呂【ふろ】を掃除【そうじ】しなきゃ。,おふろを、そうじしなきゃ。,cleaning,お風呂,bath
トイレ掃除は終わりました。,I finished cleaning the toilet.,トイレ掃除【そうじ】は終わり【おわり】ました。,トイレそうじはおわりました。,cleaning,トイレ掃除,toilet cleaning
洗剤が切れそうです。,We're almost out of detergent.,洗剤【せんざい】が切れ【きれ】そうです。,せんざいが、きれそうです。,cleaning,洗剤,detergent
雑巾はどこですか?,Where is the cleaning cloth?,雑巾【ぞうきん】はどこですか?,ぞうきんはどこですか?,cleaning,雑巾,cleaning cloth
カビが生えている。,There's mold growing.,カビが生え【はえ】ている。,カビが、はえている。,cleaning,カビ,mold
換気をしましょう。,Let's ventilate the room.,換気【かんき】をしましょう。,かんきを、しましょう。,cleaning,換気,ventilation
掃除機の紙パックを交換して。,Change the vacuum bag.,掃除【そうじ】機【き】の紙【かみ】パックを交換【こうかん】して。,そうじきのかみパックを、こうかんして。,cleaning,紙パック,vacuum bag
ベランダを掃除します。,I'll clean the balcony.,ベランダを掃除【そうじ】します。,ベランダを、そうじします。,cleaning,ベランダ,balcony
玄関を掃きましょう。,Let's sweep the entrance.,玄関【げんかん】を掃き【はき】ましょう。,げんかんを、はきましょう。,cleaning,玄関,entrance
ゴミ袋を買わなきゃ。,I need to buy garbage bags.,ゴミ袋【ごみぶくろ】を買わ【かわ】なきゃ。,ごみぶくろを、かわなきゃ。,cleaning,ゴミ袋,garbage bag
粗大ゴミの申し込みをした?,Did you apply for bulk trash pickup?,粗大【そだい】ゴミの申し込み【もうしこみ】をした?,そだいゴミのもうしこみを、した?,cleaning,粗大ゴミ,bulk trash
シンクがピカピカになった。,The sink is sparkling clean.,シンクがピカピカになった。,シンクが、ピカピカになった。,cleaning,シンク,sink
エアコンのフィルターを掃除して。,Clean the air conditioner filter.,エアコンのフィルターを掃除【そうじ】して。,エアコンのフィルターを、そうじして。,cleaning,フィルター,filter
クレジットカードでお願いします。,Credit card please.,クレジットカードでお願い【ねがい】します。,クレジットカードでおねがいします。,shopping,クレジットカード,credit card
電子マネーは使えますか?,Can I use electronic money?,電子【でんし】マネーは使え【つかえ】ますか?,でんしマネーはつかえますか?,shopping,電子マネー,electronic money
PayPayで払えますか?,Can I pay with PayPay?,PayPayで払え【はらえ】ますか?,PayPayではらえますか?,shopping,PayPay,PayPay
現金のみですか?,Cash only?,現金【げんきん】のみですか?,げんきんのみですか?,shopping,現金,cash
お釣りはいりません。,Keep the change.,お釣り【つり】はいりません。,おつりはいりません。,shopping,お釣り,change
レシートをください。,Receipt please.,レシートをください。,レシートを、ください。,shopping,レシート,receipt
領収書をお願いします。,I need a receipt.,領収【りょうしゅう】書【しょ】をお願い【ねがい】します。,りょうしゅうしょを、おねがいします。,shopping,領収書,receipt
割引はありますか?,Is there a discount?,割引【わりびき】はありますか?,わりびきはありますか?,shopping,割引,discount
セール中ですか?,Is it on sale?,セール中【ちゅう】ですか?,セールちゅうですか?,shopping,セール中,on sale
まとめ買いで安くなりますか?,Is there a bulk discount?,まとめ買い【まとめがい】で安く【やすく】なりますか?,まとめがいでやすくなりますか?,shopping,まとめ買い,bulk buying
他の色はありますか?,Do you have other colors?,他【ほか】の色【いろ】はありますか?,ほかのいろはありますか?,shopping,色,color
在庫はありますか?,Do you have it in stock?,在庫【ざいこ】はありますか?,ざいこはありますか?,shopping,在庫,stock
取り寄せできますか?,Can you order it?,取り寄せ【とりよせ】できますか?,とりよせできますか?,shopping,取り寄せ,order
いつ届きますか?,When will it arrive?,いつ届き【とどき】ますか?,いつとどきますか?,shopping,届く,arrive
ギフト用に包んでもらえますか?,Can you gift wrap it?,ギフト用【よう】に包ん【つつん】でもらえますか?,ギフトようにつつんでもらえますか?,shopping,ギフト用,gift
別々に包んでください。,Please wrap them separately.,別々【べつべつ】に包ん【つつん】でください。,べつべつにつつんでください。,shopping,別々,separately
紙袋をもう一枚もらえますか?,Can I have another paper bag?,紙袋【かみぶくろ】をもう一【いっ】枚【まい】もらえますか?,かみぶくろを、もういっまいもらえますか?,shopping,紙袋,paper bag
これは壊れやすいです。,This is fragile.,これは壊れ【こわれ】やすいです。,これはこわれやすいです。,shopping,壊れやすい,fragile
重いので配送をお願いします。,It's heavy so please deliver it.,重い【おもい】ので配送【はいそう】をお願い【ねがい】します。,おもいのではいそうを、おねがいします。,shopping,配送,delivery
今日届きますか?,Will it arrive today?,今日【きょう】届き【とどき】ますか?,きょうとどきますか?,shopping,今日,today
午前中に届けてください。,Please deliver in the morning.,午前【ごぜん】中【ちゅう】に届け【とどけ】てください。,ごぜんちゅうにとどけてください。,shopping,午前中,deliver
不在の場合は置いといてください。,If I'm not home please leave it.,不在【ふざい】の場合【ばあい】は置い【おい】といてください。,ふざいのばあいはおいといてください。,shopping,不在の場合,if absent
定期購入を申し込みたい。,I'd like to sign up for regular delivery.,定期【ていき】購入【こうにゅう】を申し込み【もうしこみ】たい。,ていきこうにゅうを、もうしこみたい。,shopping,定期購入,subscription
解約したいのですが。,I'd like to cancel.,解約【かいやく】したいのですが。,かいやくしたいのですが。,shopping,解約,cancellation
