Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent,Audio
テーブルを拭いて。,Wipe the table.,テーブル,テーブルを拭【ふ】いて。,Daily-Routine,polite,table,"<ruby class=""vocab"">テーブル<rt><span class=""pitch-l"">て</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">ぶ</span><span class=""pitch-h"">る</span></rt></ruby>",
食器を洗ってくれる?,Can you wash the dishes?,食器を洗う,食器【しょっき】を洗【あら】ってくれる?,Daily-Routine,polite,wash dishes,"<ruby class=""vocab"">食器を洗う<rt>しょっきをあらう</rt></ruby>",
お風呂が沸いたよ。,The bath is ready.,お風呂,お風呂【ふろ】が沸【わ】いたよ。,Daily-Routine,polite,bath,"<ruby class=""vocab"">お風呂<rt>ふろ</rt></ruby>",
お風呂のお湯を足して。,Add more water to the bath.,湯,お風呂【ふろ】のお湯【ゆ】を足【た】して。,Daily-Routine,polite,hot water,"<ruby class=""vocab"">湯<rt><span class=""pitch-h"">ゆ</span></rt></ruby>",
シャンプーが切れそう。,We're almost out of shampoo.,シャンプー,シャンプーが切【き】れそう。,Daily-Routine,polite,shampoo,"<ruby class=""vocab"">シャンプー<rt><span class=""pitch-h"">しゃ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">ぷ</span><span class=""pitch-l"">ー</span></rt></ruby>",
タオルを持ってきて。,Bring a towel.,タオル,タオルを持【も】ってきて。,Daily-Routine,polite,towel,"<span class=""vocab"">タオル</span>",
髪を乾かして。,Dry your hair.,髪,髪【かみ】を乾【かわ】かして。,Daily-Routine,polite,hair,"<ruby class=""vocab"">髪<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">み</span></rt></ruby>",
パジャマに着替えて。,Change into pajamas.,パジャマ,パジャマに着替【きが】えて。,Daily-Routine,polite,pajamas,"<ruby class=""vocab"">パジャマ<rt><span class=""pitch-h"">ぱ</span><span class=""pitch-l"">じゃ</span><span class=""pitch-l"">ま</span></rt></ruby>",
布団を敷いて。,Lay out the futon.,布団,布団【ふとん】を敷【し】いて。,Daily-Routine,polite,futon,"<ruby class=""vocab"">布団<rt><span class=""pitch-l"">ふ</span><span class=""pitch-h"">と</span><span class=""pitch-h"">ん</span></rt></ruby>",
枕が高い。,The pillow is too high.,枕,枕【まくら】が高【たか】い。,Daily-Routine,polite,pillow,"<ruby class=""vocab"">枕<rt><span class=""pitch-h"">ま</span><span class=""pitch-l"">く</span><span class=""pitch-l"">ら</span></rt></ruby>",
毛布をかけて。,Put on a blanket.,毛布,毛布【もうふ】をかけて。,Daily-Routine,polite,blanket,"<ruby class=""vocab"">毛布<rt><span class=""pitch-h"">も</span><span class=""pitch-l"">う</span><span class=""pitch-l"">ふ</span></rt></ruby>",
目覚まし時計をセットして。,Set the alarm clock.,目覚まし時計,目覚【めざ】まし時計【とけい】をセットして。,Daily-Routine,polite,alarm clock,"<ruby class=""vocab"">目覚まし時計<rt>めざましとけい</rt></ruby>",
何時に起きる?,What time will you wake up?,何時,何【なん】時【じ】に起【お】きる?,Daily-Routine,polite,what time,"<ruby class=""vocab"">何時<rt>なんじ</rt></ruby>",
今日という日に感謝。,Grateful for today.,今日という日,今日【きょう】という日【ひ】に感謝【かんしゃ】。,Daily-Routine,polite,this day,"<ruby class=""vocab"">今日という日<rt>きょうというひ</rt></ruby>",
家族がいて幸せ。,I'm happy to have family.,家族,家族【かぞく】がいて幸【しあわ】せ。,Daily-Routine,polite,family,"<ruby class=""vocab"">家族<rt><span class=""pitch-h"">か</span><span class=""pitch-l"">ぞ</span><span class=""pitch-l"">く</span></rt></ruby>",
毎日を大切に生きよう。,Let's cherish each day.,毎日,毎日【まいにち】を大切【たいせつ】に生【い】きよう。,Daily-Routine,polite,every day,"<ruby class=""vocab"">毎日<rt><span class=""pitch-h"">ま</span><span class=""pitch-l"">い</span><span class=""pitch-l"">に</span><span class=""pitch-l"">ち</span></rt></ruby>",
病院の予約を取りました。,I made a doctor's appointment.,病院,病院【びょういん】の予約【よやく】を取【と】りました。,Medical,polite,hospital,"<ruby class=""vocab"">病院<rt><span class=""pitch-l"">びょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ん</span></rt></ruby>",
保険証を持っていますか?,Do you have your insurance card?,保険証,保険【ほけん】証【しょう】を持【も】っていますか?,Medical,polite,insurance card,"<ruby class=""vocab"">保険証<rt>ほけんしょう</rt></ruby>",
症状を教えてください。,Please tell me your symptoms.,症状,症状【しょうじょう】を教【おし】えてください。,Medical,polite,symptoms,"<ruby class=""vocab"">症状<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">じょ</span><span class=""pitch-l"">う</span></rt></ruby>",
いつから具合が悪いですか?,Since when have you felt unwell?,具合,いつから具合【ぐあい】が悪【わる】いですか?,Medical,polite,condition,"<ruby class=""vocab"">具合<rt><span class=""pitch-l"">ぐ</span><span class=""pitch-h"">あ</span><span class=""pitch-h"">い</span></rt></ruby>",
処方箋をもらいました。,I received a prescription.,処方箋,処方【しょほう】箋【せん】をもらいました。,Medical,polite,prescription,"<ruby class=""vocab"">処方箋<rt>しょほうせん</rt></ruby>",
薬局に行ってくる。,I'll go to the pharmacy.,薬局,薬局【やっきょく】に行【い】ってくる。,Medical,polite,pharmacy,"<ruby class=""vocab"">薬局<rt><span class=""pitch-l"">や</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">きょ</span><span class=""pitch-h"">く</span></rt></ruby>",
この薬は食後に飲んでください。,Please take this medicine after meals.,薬,この薬【くすり】は食後【しょくご】に飲【の】んでください。,Medical,polite,medicine,"<ruby class=""vocab"">薬<rt><span class=""pitch-l"">く</span><span class=""pitch-h"">す</span><span class=""pitch-h"">り</span></rt></ruby>",
副作用はありますか?,Are there any side effects?,副作用,副【ふく】作用【さよう】はありますか?,Medical,polite,side effects,"<ruby class=""vocab"">副作用<rt>ふくさよう</rt></ruby>",
アレルギーの薬を飲んでいます。,I'm taking allergy medicine.,アレルギーの薬,アレルギーの薬【くすり】を飲【の】んでいます。,Medical,polite,allergy medicine,"<ruby class=""vocab"">アレルギーの薬<rt>くすり</rt></ruby>",
検査を受けなきゃ。,I need to get tested.,検査,検査【けんさ】を受【う】けなきゃ。,Medical,polite,test/exam,"<ruby class=""vocab"">検査<rt><span class=""pitch-h"">け</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">さ</span></rt></ruby>",
健康診断の結果が来た。,The health checkup results arrived.,健康診断,健康【けんこう】診断【しんだん】の結果【けっか】が来【き】た。,Medical,polite,health checkup,"<ruby class=""vocab"">健康診断<rt>けんこうしんだん</rt></ruby>",
熱が下がらない。,The fever won't go down.,熱,熱【ねつ】が下【さ】がらない。,Medical,polite,fever,"<ruby class=""vocab"">熱<rt><span class=""pitch-l"">ね</span><span class=""pitch-h"">つ</span></rt></ruby>",
咳が止まらない。,I can't stop coughing.,咳,咳【せき】が止【と】まらない。,Medical,polite,cough,"<ruby class=""vocab"">咳<rt><span class=""pitch-l"">せ</span><span class=""pitch-h"">き</span></rt></ruby>",
鼻水が出る。,I have a runny nose.,鼻水,鼻水【はなみず】が出【で】る。,Medical,polite,runny nose,"<ruby class=""vocab"">鼻水<rt><span class=""pitch-l"">は</span><span class=""pitch-h"">な</span><span class=""pitch-h"">み</span><span class=""pitch-h"">ず</span></rt></ruby>",
喉が痛い。,My throat hurts.,喉,喉【のど】が痛【いた】い。,Medical,polite,throat,"<ruby class=""vocab"">喉<rt><span class=""pitch-h"">の</span><span class=""pitch-l"">ど</span></rt></ruby>",
頭痛がひどい。,I have a terrible headache.,頭痛,頭痛【ずつう】がひどい。,Medical,polite,headache,"<ruby class=""vocab"">頭痛<rt><span class=""pitch-l"">ず</span><span class=""pitch-h"">つ</span><span class=""pitch-h"">う</span></rt></ruby>",
めまいがする。,I feel dizzy.,めまい,めまいがする。,Medical,polite,dizziness,"<span class=""vocab""><span class=""pitch-l"">め</span><span class=""pitch-h"">ま</span><span class=""pitch-l"">い</span></span>",
診察券をお持ちですか?,Do you have your patient card?,診察券,診察【しんさつ】券【けん】をお持【も】ちですか?,Medical,polite,patient card,"<ruby class=""vocab"">診察券<rt>しんさつけん</rt></ruby>",
初診ですか?,Is this your first visit?,初診,初診【しょしん】ですか?,Medical,polite,first visit,"<ruby class=""vocab"">初診<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">し</span><span class=""pitch-h"">ん</span></rt></ruby>",
問診票に記入してください。,Please fill out the questionnaire.,問診票,問診【もんしん】票【ひょう】に記入【きにゅう】してください。,Medical,polite,questionnaire,"<ruby class=""vocab"">問診票<rt>もんしんひょう</rt></ruby>",
待合室でお待ちください。,Please wait in the waiting room.,問診票,待合【まちあい】室【しつ】でお待【ま】ちください。,Medical,polite,questionnaire,"<span class=""vocab"">問診票</span>",
お名前が呼ばれましたら。,When your name is called.,名前,お名前【なまえ】が呼【よ】ばれましたら。,Medical,polite,name,"<ruby class=""vocab"">名前<rt><span class=""pitch-l"">な</span><span class=""pitch-h"">ま</span><span class=""pitch-h"">え</span></rt></ruby>",
血圧を測りますね。,I'll take your blood pressure.,名前,血圧【けつあつ】を測【はか】りますね。,Medical,polite,name,"<ruby class=""vocab"">名前<rt><span class=""pitch-l"">な</span><span class=""pitch-h"">ま</span><span class=""pitch-h"">え</span></rt></ruby>",
体温を測ってください。,Please take your temperature.,体温,体温【たいおん】を測【はか】ってください。,Medical,polite,body temperature,"<ruby class=""vocab"">体温<rt><span class=""pitch-h"">た</span><span class=""pitch-l"">い</span><span class=""pitch-l"">お</span><span class=""pitch-l"">ん</span></rt></ruby>",
深呼吸してください。,Please take a deep breath.,深呼吸,深【しん】呼吸【こきゅう】してください。,Medical,polite,deep breath,"<ruby class=""vocab"">深呼吸<rt>しんこきゅう</rt></ruby>",
お腹を見せてください。,Please show me your stomach.,お腹,お腹【おなか】を見【み】せてください。,Medical,polite,stomach,"<ruby class=""vocab"">お腹<rt><span class=""pitch-l"">お</span><span class=""pitch-h"">な</span><span class=""pitch-h"">か</span></rt></ruby>",
どこが痛いですか?,Where does it hurt?,痛い,どこが痛【いた】いですか?,Medical,polite,hurt/painful,"<ruby class=""vocab"">痛い<rt><span class=""pitch-l"">い</span><span class=""pitch-h"">た</span><span class=""pitch-l"">い</span></rt></ruby>",
いつからですか?,Since when?,いつからですか,いつからですか?,Medical,polite,when,"<span class=""vocab"">いつからですか</span>",
熱はありますか?,Do you have a fever?,熱,熱【ねつ】はありますか?,Medical,polite,fever,"<ruby class=""vocab"">熱<rt><span class=""pitch-l"">ね</span><span class=""pitch-h"">つ</span></rt></ruby>",
食欲はありますか?,Do you have an appetite?,食欲,食欲【しょくよく】はありますか?,Medical,polite,appetite,"<ruby class=""vocab"">食欲<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">く</span><span class=""pitch-h"">よ</span><span class=""pitch-h"">く</span></rt></ruby>",
眠れていますか?,Are you sleeping well?,眠れる,眠【ねむ】れていますか?,Medical,polite,able to sleep,"<ruby class=""vocab"">眠れる<rt><span class=""pitch-l"">ね</span><span class=""pitch-h"">む</span><span class=""pitch-h"">れ</span><span class=""pitch-h"">る</span></rt></ruby>",
お薬は何か飲んでいますか?,Are you taking any medication?,お薬,お薬【くすり】は何【なん】か飲【の】んでいますか?,Medical,polite,medicine,"<ruby class=""vocab"">お薬<rt>くすり</rt></ruby>",
アレルギーはありますか?,Do you have any allergies?,アレルギー,アレルギーはありますか?,Medical,polite,allergy,"<ruby class=""vocab"">アレルギー<rt><span class=""pitch-l"">あ</span><span class=""pitch-h"">れ</span><span class=""pitch-l"">る</span><span class=""pitch-l"">ぎ</span><span class=""pitch-l"">ー</span></rt></ruby>",
妊娠の可能性はありますか?,Is there a possibility of pregnancy?,妊娠,妊娠【にんしん】の可能【かのう】性【せい】はありますか?,Medical,polite,pregnancy,"<ruby class=""vocab"">妊娠<rt><span class=""pitch-l"">に</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">し</span><span class=""pitch-h"">ん</span></rt></ruby>",
授乳中ですか?,Are you breastfeeding?,授乳中,授乳【じゅにゅう】中【ちゅう】ですか?,Medical,polite,breastfeeding,"<ruby class=""vocab"">授乳中<rt>じゅにゅうちゅう</rt></ruby>",
検査結果が出ました。,The test results are in.,検査結果,検査【けんさ】結果【けっか】が出【で】ました。,Medical,polite,test results,"<ruby class=""vocab"">検査結果<rt>けんさけっか</rt></ruby>",
